0,ERES IMBECIL,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UNA PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,QUE TE F ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES GILIPOLLAS,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UN G ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES G ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UN B ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UN B ASTERISCO ASTERISCO ASTERISCO ASTERISCO *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UN M ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES TONTO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES ESTÚPIDO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UN PUTO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,F U *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,F ASTERISCO ASTERISCO ASTERISCO YOU PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,B ASTERISCO ASTERISCO ASTERISCO ASTERISCO YOU *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,C ASTERISCO ASTERISCO ASTERISCO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,S ASTERISCO ASTERISCO ASTERISCO ASTERISCO ASTERISCO *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,VETE A LA MIERDA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,VETE AL CARAJO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,VETE AL INFIERNO *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,COÑO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,MIERDA PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,QUE TE FOLLEN,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,QUE LES FOLLEN,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,PUTA GILIPOLLAS,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,PUTA *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,QUE TE DEN,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,QUE TE DEN *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,CÁLLATE PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,CALLATE PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,SI PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,SÍ PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,CÓMEME EL *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,COMEME EL *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ASQUEROSA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ASQUEROSO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,EY P ASTERISCO ASTERISCO ASTERISCO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,HEY PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,* PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,* PUTO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,CARACULO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,POLLAFLOJA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,CABRÓN,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,BASTARDO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,BASTARDA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ESTÚPIDA PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,MARICÓN,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,QUÉ PASA PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES PUTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,CHÚPAMELA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,CHUPAMELA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,MARICONA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,COMEPOLLAS,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ESTÁS GORDO,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ESTÁS GORDA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES GORDA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,CHUPAME *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,GILIPOLLAS,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES ASQUEROSO *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES ASQUEROSA *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,HUELES MAL *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,MARIQUITA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UN SUCIO *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UNA SUCIA *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UN IDIOTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES UNA IDIOTA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,ERES RETRASADA,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,TÚ PUTA *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,TÚ, PUTA *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,TU PUTA *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,TU, PUTA *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,MACHANGO *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,MACHANGA *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,NIGGERS,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
0,NO P ASTERISCO ASTERISCO ASTERISCO ASTERISCO *,*,*,<srai>FILTRO INSULTO</srai>,insultos.aiml
